title,author,year,genre,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
you broke me first,Tate McRae,2020,['pop'],0.373,0.0906,124.148,0.05,0.785,0.0,4,0.667,4,169266,-9.389,0.0823,1
Paris,The Chainsmokers,2017,['pop'],0.658,0.0939,99.99,0.0304,0.0215,1.66e-06,4,0.653,2,221507,-6.428,0.219,1
China,Anuel AA,2020,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",0.808,0.0822,105.029,0.0881,0.0846,0.000289,4,0.786,7,301714,-3.702,0.608,1
Under the Bridge,Red Hot Chili Peppers,1991,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",0.345,0.141,84.581,0.0459,0.0576,0.000105,4,0.559,4,264307,-13.496,0.458,1
Still D.R.E.,Dr. Dre,1999,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.775,0.0543,93.431,0.234,0.16,0.00031,4,0.816,11,270587,-3.323,0.527,1
Yonaguni,Bad Bunny,2021,"['reggaeton', 'trap latino', 'urbano latino']",0.648,0.135,179.951,0.118,0.276,0.0,4,0.644,1,206710,-4.601,0.44,1
Creep,Radiohead,1993,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",0.43,0.129,91.841,0.0369,0.0102,0.000141,4,0.515,7,238640,-9.935,0.104,1
deja vu,Olivia Rodrigo,2021,['pop'],0.612,0.37,180.917,0.112,0.584,5.7e-06,4,0.442,2,215507,-7.222,0.178,1
Te Boté - Remix,Nio Garcia,2018,"['reggaeton', 'trap latino', 'urbano latino']",0.675,0.0595,96.507,0.214,0.542,1.28e-05,4,0.903,11,417920,-3.445,0.442,0
Danza Kuduro,Don Omar,2010,"['latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",0.915,0.0503,89.006,0.279,0.083,0.0,3,0.4,0,198773,-4.89,0.871,1
Life Is Good (feat. Drake),Future,2020,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",0.574,0.15,142.053,0.487,0.067,0.0,4,0.795,2,237918,-6.903,0.537,0
Godzilla (feat. Juice WRLD),Eminem,2020,"['detroit hip hop', 'hip hop', 'rap']",0.745,0.292,165.995,0.342,0.145,0.0,4,0.808,10,210800,-5.26,0.829,0
Heather,Conan Gray,2020,"['bedroom pop', 'pop', 'pov: indie']",0.425,0.322,102.078,0.0333,0.584,0.0,3,0.357,5,198040,-7.301,0.27,1
Let It Go,James Bay,2014,"['neo mellow', 'pop', 'uk pop']",0.311,0.107,147.486,0.0288,0.82,1.65e-05,4,0.536,1,260533,-10.396,0.246,1
Butter,BTS,2022,"['k-pop', 'k-pop boy group', 'pop']",0.459,0.0788,109.997,0.0948,0.00323,0.0,4,0.759,8,164952,-5.187,0.695,1
Californication,Red Hot Chili Peppers,1999,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",0.767,0.127,96.483,0.027,0.0021,0.00165,4,0.592,9,329733,-2.788,0.328,0
Sweet Home Alabama,Lynyrd Skynyrd,1974,"['album rock', 'classic rock', 'hard rock', 'rock', 'southern rock']",0.606,0.0863,97.785,0.0255,0.181,0.000327,4,0.596,7,283800,-12.145,0.886,1
Hawái,Maluma,2020,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0.727,0.0626,180.067,0.389,0.185,2.46e-05,4,0.783,6,199112,-3.454,0.558,0
Shivers,Ed Sheeran,2021,"['pop', 'singer-songwriter pop', 'uk pop']",0.859,0.0424,141.02,0.0856,0.281,0.0,4,0.788,2,207853,-2.724,0.822,1
Dark Horse,Katy Perry,2013,['pop'],0.585,0.165,131.934,0.0512,0.00314,0.0,4,0.647,6,215672,-6.123,0.353,1
Ni**as In Paris,JAY-Z,2011,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",0.859,0.348,140.027,0.315,0.127,0.0,4,0.788,1,219333,-5.542,0.769,1
Sex on Fire,Kings of Leon,2008,"['modern rock', 'rock']",0.905,0.136,153.398,0.054,0.00172,0.0104,4,0.542,9,203347,-5.653,0.374,1
traitor,Olivia Rodrigo,2021,['pop'],0.339,0.12,100.607,0.0338,0.691,0.0,4,0.38,3,229227,-7.885,0.0849,1
Hymn for the Weekend,Coldplay,2015,"['permanent wave', 'pop']",0.693,0.325,90.027,0.0377,0.211,6.92e-06,4,0.491,0,258267,-6.487,0.412,0
Why'd You Only Call Me When You're High?,Arctic Monkeys,2013,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.631,0.104,92.004,0.0368,0.0483,1.13e-05,4,0.691,2,161124,-6.478,0.8,1
Hope,XXXTENTACION,2018,"['emo rap', 'miami hip hop', 'rap']",0.457,0.146,146.04,0.0603,0.661,0.000331,4,0.592,9,110886,-6.081,0.225,0
Todo De Ti,Rauw Alejandro,2021,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",0.719,0.0931,127.962,0.0506,0.302,0.000196,4,0.78,3,199604,-3.613,0.336,0
Feel Good Inc.,Gorillaz,2005,"['alternative hip hop', 'modern rock', 'rock']",0.705,0.613,138.559,0.177,0.00836,0.00233,4,0.818,6,222640,-6.679,0.772,1
Umbrella,Rihanna,2007,"['barbadian pop', 'pop', 'urban contemporary']",0.828,0.0426,174.034,0.124,0.00906,0.0,4,0.585,1,275987,-4.603,0.584,1
Chasing Cars,Snow Patrol,2006,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock']",0.592,0.132,104.016,0.0276,0.209,5.08e-05,4,0.563,9,267933,-4.571,0.136,1
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017,"['dance pop', 'pop']",0.789,0.203,98.043,0.122,0.154,0.0,4,0.689,1,216409,-4.901,0.745,1
Head & Heart (feat. MNEK),Joel Corry,2020,"['dance pop', 'pop dance', 'uk dance']",0.874,0.0489,122.953,0.0662,0.168,1.14e-05,4,0.734,8,166028,-3.158,0.905,1
Animals,Maroon 5,2014,['pop'],0.742,0.593,189.868,0.0898,0.000185,0.0,4,0.279,4,231013,-6.46,0.328,0
Love On The Brain,Rihanna,2016,"['barbadian pop', 'pop', 'urban contemporary']",0.637,0.0789,172.007,0.047,0.0717,1.08e-05,3,0.509,4,224000,-4.83,0.379,0
In Da Club,50 Cent,2003,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",0.72,0.0749,90.062,0.348,0.259,0.0,4,0.904,6,193467,-2.776,0.805,0
Where Are Ü Now (with Justin Bieber),Jack Ü,2015,"['edm', 'electro house', 'pop dance']",0.781,0.0789,139.432,0.0567,0.041,4.21e-06,4,0.432,4,250286,-4.038,0.197,0
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2021,"['modern rock', 'pop', 'rock']",0.783,0.434,77.011,0.266,0.237,0.0,4,0.728,11,173381,-4.424,0.555,0
Intentions (feat. Quavo),Justin Bieber,2020,"['canadian pop', 'pop']",0.546,0.102,147.988,0.0579,0.298,0.0,4,0.806,9,212867,-6.637,0.875,1
When We Were Young,Adele,2016,"['british soul', 'pop', 'pop soul', 'uk pop']",0.594,0.0925,143.86,0.0486,0.348,0.0,4,0.381,3,290907,-5.97,0.273,1
Enter Sandman (Remastered),Metallica,1991,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",0.834,0.0625,123.296,0.0298,0.00277,0.008,4,0.566,6,331560,-8.412,0.621,0
ocean eyes,Billie Eilish,2016,"['art pop', 'pop']",0.37,0.0841,144.828,0.0361,0.819,0.0577,4,0.475,4,200560,-7.725,0.157,0
Savage Love (Laxed - Siren Beat),Jawsh 685,2020,['nz pop'],0.481,0.269,150.076,0.0803,0.234,0.0,4,0.767,0,171375,-8.52,0.761,0
Breaking Me,Topic,2019,"['german dance', 'pop dance', 'pop edm', 'uk dance']",0.72,0.129,122.031,0.218,0.223,0.0,4,0.789,8,166794,-5.652,0.664,0
We Found Love (feat. Rihanna),Calvin Harris,2012,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.776,0.0775,127.984,0.0392,0.0234,0.0018,4,0.738,1,215520,-4.808,0.608,1
SLOW DANCING IN THE DARK,Joji,2018,['viral pop'],0.479,0.191,88.964,0.0261,0.544,0.00598,4,0.515,3,209274,-7.458,0.284,1
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,The Weeknd,2020,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.825,0.0936,118.091,0.0325,0.0215,2.44e-05,4,0.65,0,191014,-4.645,0.593,1
A Sky Full of Stars,Coldplay,2014,"['permanent wave', 'pop']",0.675,0.209,124.97,0.0279,0.00617,0.00197,4,0.545,6,267867,-6.474,0.162,1
Trap Queen,Fetty Wap,2015,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.873,0.354,148.075,0.128,0.0244,0.0,4,0.746,7,222093,-3.803,0.817,1
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,2016,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",0.786,0.65,169.021,0.317,0.255,0.0,4,0.502,9,243491,-4.378,0.739,0
Bank Account,21 Savage,2017,"['atl hip hop', 'hip hop', 'rap']",0.347,0.0871,75.016,0.35,0.015,7e-06,4,0.884,8,220307,-8.227,0.376,0
MIDDLE CHILD,J. Cole,2019,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.364,0.271,123.984,0.276,0.149,0.0,4,0.837,8,213594,-11.713,0.463,1
Everybody Wants To Rule The World,Tears For Fears,1985,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']",0.795,0.104,112.067,0.0527,0.347,0.00389,4,0.645,7,251489,-12.095,0.535,1
Daddy Issues,The Neighbourhood,2015,"['modern alternative rock', 'modern rock', 'pop']",0.521,0.123,85.012,0.0329,0.0678,0.149,4,0.588,10,260173,-9.461,0.337,1
Dancing On My Own,Calum Scott,2018,['pop'],0.174,0.0983,112.672,0.0315,0.837,3.35e-05,4,0.681,1,260285,-8.745,0.231,1
Just Give Me a Reason,P!nk,2012,"['dance pop', 'pop']",0.547,0.132,95.002,0.0489,0.346,0.000302,4,0.778,2,242733,-7.273,0.441,1
Hey Ya!,Outkast,2003,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",0.974,0.174,79.526,0.0664,0.103,0.000532,4,0.727,4,235213,-2.261,0.965,0
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,2010,['pop'],0.758,0.308,128.047,0.0471,0.0111,0.0,4,0.722,11,201160,-4.477,0.62,0
Boy With Luv (feat. Halsey),BTS,2019,"['k-pop', 'k-pop boy group', 'pop']",0.862,0.192,119.991,0.0965,0.0923,0.0,4,0.645,11,229773,-4.757,0.798,0
I Gotta Feeling,Black Eyed Peas,2009,"['dance pop', 'pop', 'pop rap']",0.766,0.509,127.96,0.0265,0.0873,0.0,4,0.743,0,289133,-6.375,0.61,1
Leave The Door Open,Bruno Mars,2021,"['dance pop', 'pop']",0.616,0.0927,148.088,0.0324,0.182,0.0,4,0.586,5,242096,-7.964,0.719,1
Royals,Lorde,2013,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.426,0.132,84.876,0.122,0.12,0.0,4,0.674,7,190185,-9.504,0.337,1
Fast Car,Jonas Blue,2015,"['pop', 'pop dance', 'tropical house', 'uk dance']",0.57,0.299,113.945,0.052,0.484,0.0,4,0.644,9,212424,-6.994,0.527,1
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,1983,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop', 'synthpop']",0.711,0.12,125.135,0.0317,0.225,0.0,4,0.692,0,216933,-7.498,0.875,0
Break My Heart,Dua Lipa,2020,"['dance pop', 'pop', 'uk pop']",0.729,0.349,113.011,0.0884,0.167,1.39e-06,4,0.73,4,221820,-3.434,0.467,0
We Will Rock You - Remastered 2011,Queen,1977,"['classic rock', 'glam rock', 'rock']",0.497,0.258,81.308,0.119,0.679,0.0,4,0.693,2,122067,-7.316,0.473,1
Have You Ever Seen The Rain,Creedence Clearwater Revival,1970,"['album rock', 'classic rock', 'country rock', 'mellow gold', 'rock', 'southern rock', 'swamp rock']",0.47,0.186,116.122,0.029,0.0936,3.15e-05,4,0.743,0,160333,-13.154,0.89,1
Going Bad (feat. Drake),Meek Mill,2018,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.496,0.252,86.003,0.0905,0.259,0.0,4,0.889,4,180522,-6.365,0.544,0
The Business,Tiësto,2020,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",0.62,0.112,120.031,0.232,0.414,0.0192,4,0.798,8,164000,-7.079,0.235,0
Losing My Religion,R.E.M.,1991,"['alternative rock', 'athens indie', 'permanent wave', 'rock']",0.855,0.0987,125.639,0.0295,0.179,1.2e-06,4,0.666,9,268427,-5.051,0.803,0
Call Me Maybe,Carly Rae Jepsen,2012,"['canadian pop', 'dance pop', 'pop']",0.584,0.108,120.026,0.041,0.0109,2.87e-06,4,0.783,7,193467,-6.572,0.631,1
Ghost,Justin Bieber,2021,"['canadian pop', 'pop']",0.741,0.415,153.96,0.0478,0.185,2.91e-05,4,0.601,2,153190,-5.569,0.441,1
Mockingbird,Eminem,2004,"['detroit hip hop', 'hip hop', 'rap']",0.678,0.156,84.039,0.266,0.209,0.0,4,0.637,0,250760,-3.798,0.254,1
Time of Our Lives,Pitbull,2014,"['dance pop', 'miami hip hop', 'pop']",0.802,0.694,124.022,0.0583,0.0921,0.0,4,0.721,1,229360,-5.797,0.724,1
LOVE. FEAT. ZACARI.,Kendrick Lamar,2017,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.585,0.153,126.058,0.0924,0.264,0.0,4,0.8,10,213400,-7.343,0.779,1
Lose You To Love Me,Selena Gomez,2020,"['pop', 'post-teen pop']",0.342,0.21,102.819,0.0425,0.55,0.0,4,0.516,4,206459,-8.985,0.0993,1
Eye of the Tiger,Survivor,1982,"['album rock', 'glam metal', 'hard rock', 'soft rock']",0.438,0.0787,108.965,0.0346,0.216,0.000466,4,0.815,0,243773,-14.522,0.552,0
Unholy (feat. Kim Petras),Sam Smith,2023,"['pop', 'uk pop']",0.454,0.318,131.007,0.0707,0.0138,4.83e-06,4,0.719,2,156943,-7.384,0.224,1
THATS WHAT I WANT,Lil Nas X,2021,['lgbtq+ hip hop'],0.846,0.0486,87.981,0.22,0.00614,0.0,4,0.737,1,143901,-4.51,0.546,0
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,2011,"['dance pop', 'pop rap']",0.795,0.267,89.99,0.0976,0.0319,0.0,4,0.646,9,210960,-3.293,0.796,1
Best Part (feat. H.E.R.),Daniel Caesar,2017,['canadian contemporary r&b'],0.364,0.1,75.24,0.0367,0.808,0.0,4,0.524,7,209831,-10.209,0.436,1
Body,Loud Luxury,2017,"['edm', 'pop dance']",0.764,0.0543,121.958,0.038,0.0476,9.44e-05,4,0.752,1,163216,-4.399,0.582,1
Set Fire to the Rain,Adele,2011,"['british soul', 'pop', 'pop soul', 'uk pop']",0.683,0.125,108.003,0.0253,0.00382,1.79e-06,4,0.61,2,241693,-3.879,0.466,0
Diamonds,Rihanna,2013,"['barbadian pop', 'pop', 'urban contemporary']",0.71,0.109,91.972,0.0461,0.00125,0.0,4,0.564,11,225147,-4.92,0.393,0
Natural,Imagine Dragons,2018,"['modern rock', 'pop', 'rock']",0.611,0.0812,99.994,0.041,0.217,0.0,4,0.704,2,189467,-6.112,0.22,1
White Iverson,Post Malone,2016,"['dfw rap', 'melodic rap', 'pop', 'rap']",0.561,0.0793,130.098,0.0352,0.233,0.0,4,0.675,7,256533,-7.678,0.309,1
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,2017,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.745,0.0943,101.018,0.0571,0.0642,0.0,4,0.893,11,223413,-3.105,0.872,0
Whatever It Takes,Imagine Dragons,2017,"['modern rock', 'pop', 'rock']",0.674,0.128,134.941,0.0305,0.0409,0.0,4,0.675,1,201240,-4.984,0.569,1
Night Changes,One Direction,2014,"['boy band', 'pop', 'post-teen pop', 'talent show']",0.52,0.115,120.001,0.0353,0.859,0.0,4,0.672,8,226600,-7.747,0.37,1
Shake It Off,Taylor Swift,2014,['pop'],0.785,0.148,160.015,0.165,0.0561,0.0,4,0.647,7,219200,-5.414,0.943,1
Ojitos Lindos,Bad Bunny,2022,"['reggaeton', 'trap latino', 'urbano latino']",0.686,0.528,79.928,0.0413,0.08,1.34e-06,4,0.647,3,258299,-5.745,0.268,0
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2019,"['pop dance', 'uk dance', 'uk funky']",0.798,0.15,92.207,0.0451,0.188,0.0,4,0.654,0,211760,-4.084,0.574,1
How to Save a Life,The Fray,2005,"['neo mellow', 'piano rock', 'pop', 'pop rock']",0.743,0.101,122.035,0.0379,0.269,0.0,4,0.64,10,262533,-4.08,0.361,1
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2017,['pop'],0.708,0.0841,103.07,0.0474,0.0337,0.0,4,0.664,8,174800,-4.154,0.742,1
Talking to the Moon,Bruno Mars,2010,"['dance pop', 'pop']",0.59,0.107,145.867,0.032,0.511,0.0,4,0.498,1,217867,-4.721,0.0784,0
Need to Know,Doja Cat,2021,"['dance pop', 'pop']",0.609,0.0926,130.041,0.0707,0.304,0.0,4,0.664,1,210560,-6.509,0.194,1
Happier Than Ever,Billie Eilish,2021,"['art pop', 'pop']",0.225,0.128,81.055,0.0348,0.767,0.00349,3,0.332,0,298899,-8.697,0.297,1
Here Comes The Sun - Remastered 2009,The Beatles,1969,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0.54,0.179,129.177,0.0347,0.0339,0.00248,4,0.557,9,185733,-10.484,0.394,1
My Universe,Coldplay,2021,"['permanent wave', 'pop']",0.711,0.328,105.006,0.0406,0.0114,0.0,4,0.573,1,226198,-6.268,0.47,0
Yeah! (feat. Lil Jon & Ludacris),USHER,2004,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",0.791,0.0388,105.018,0.112,0.0183,0.0,4,0.894,2,250373,-4.699,0.583,1
Ho Hey,The Lumineers,2012,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",0.466,0.0915,79.936,0.0304,0.794,2.06e-06,4,0.685,0,163133,-9.074,0.353,1
Safe And Sound,Capital Cities,2013,"['metropopolis', 'modern rock']",0.819,0.104,117.956,0.0316,0.000176,0.00374,5,0.655,0,192790,-4.852,0.766,1
Don't,Bryson Tiller,2015,"['kentucky hip hop', 'r&b', 'rap']",0.356,0.0963,96.991,0.195,0.223,0.0,4,0.765,11,198293,-5.556,0.189,0
Paradise,Coldplay,2011,"['permanent wave', 'pop']",0.585,0.0833,139.631,0.0268,0.0509,8.75e-05,4,0.449,5,278719,-6.761,0.212,1
Dandelions,Ruth B.,2017,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",0.692,0.0864,116.959,0.0259,0.0157,0.0,3,0.609,1,233720,-2.958,0.454,1
Somewhere Only We Know,Keane,2004,"['neo mellow', 'piano rock', 'pop rock']",0.655,0.0849,172.01,0.0257,0.0794,7.06e-06,4,0.453,9,236160,-4.22,0.366,1
Money Trees,Kendrick Lamar,2012,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.531,0.224,71.994,0.122,0.0703,0.0,4,0.716,7,386907,-7.355,0.344,1
Centuries,Fall Out Boy,2015,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",0.858,0.102,176.042,0.0729,0.00359,0.0,4,0.393,4,228360,-2.868,0.56,0
Firestone,Kygo,2015,"['edm', 'pop', 'pop dance', 'tropical house']",0.652,0.077,113.055,0.052,0.408,6.63e-05,4,0.486,11,273684,-7.226,0.391,0
Come As You Are,Nirvana,1991,"['grunge', 'permanent wave', 'rock']",0.824,0.0916,120.125,0.0388,0.00016,0.00161,4,0.5,4,218920,-5.846,0.539,0
I'm Good (Blue),David Guetta,2022,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",0.965,0.371,128.04,0.0343,0.00383,7.07e-06,4,0.561,7,175238,-3.673,0.304,0
Ophelia,The Lumineers,2016,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']",0.573,0.0857,76.02,0.0277,0.613,0.000363,4,0.664,5,160097,-6.519,0.566,1
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,2012,"['pop rap', 'seattle hip hop']",0.526,0.0457,94.992,0.293,0.0619,0.0,4,0.781,6,235613,-6.985,0.662,0
I Ain't Worried,OneRepublic,2022,"['piano rock', 'pop']",0.797,0.0546,139.994,0.0475,0.0826,0.000745,4,0.704,0,148486,-5.927,0.825,1
Efecto,Bad Bunny,2022,"['reggaeton', 'trap latino', 'urbano latino']",0.475,0.0639,98.047,0.0516,0.141,1.73e-05,4,0.801,7,213061,-8.797,0.234,0
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,2020,"['brooklyn drill', 'hip hop', 'rap']",0.586,0.193,125.971,0.2,0.114,0.0,4,0.823,6,190476,-6.606,0.347,0
Fortunate Son,Creedence Clearwater Revival,1969,"['album rock', 'classic rock', 'country rock', 'mellow gold', 'rock', 'southern rock', 'swamp rock']",0.663,0.152,132.77,0.0374,0.201,0.00806,4,0.64,0,140773,-7.516,0.663,1
No Me Conoce - Remix,JHAYCO,2019,"['reggaeton', 'trap latino', 'urbano latino']",0.787,0.0927,91.974,0.0746,0.14,0.0,4,0.804,10,309120,-3.824,0.562,0
Always Remember Us This Way,Lady Gaga,2018,"['art pop', 'dance pop', 'pop']",0.502,0.764,129.842,0.0405,0.299,0.0,4,0.549,0,210200,-5.972,0.291,1
Falling,Harry Styles,2019,['pop'],0.267,0.089,110.011,0.0299,0.839,1.46e-06,4,0.567,4,240133,-6.502,0.0592,1
Running Up That Hill (A Deal With God),Kate Bush,1985,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",0.545,0.0604,108.376,0.0546,0.719,0.00308,4,0.629,10,298933,-13.123,0.194,0
FourFiveSeconds,Rihanna,2015,"['barbadian pop', 'pop', 'urban contemporary']",0.272,0.13,205.846,0.0501,0.875,0.0,4,0.582,2,188238,-5.662,0.354,1
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,2018,"['east coast hip hop', 'hip hop', 'rap']",0.569,0.1,80.015,0.106,0.0609,0.0816,4,0.854,5,205040,-8.151,0.294,0
DNA.,Kendrick Lamar,2017,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.523,0.0842,139.913,0.357,0.00454,0.0,4,0.638,1,185947,-6.664,0.422,1
Falling Down - Bonus Track,Lil Peep,2018,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",0.574,0.146,120.013,0.0286,0.0175,0.00294,4,0.669,4,196400,-6.442,0.273,0
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",0.672,0.118,97.979,0.0688,0.0329,0.0,4,0.671,0,204173,-3.094,0.632,0
It's You,Ali Gatie,2019,['canadian hip hop'],0.463,0.194,95.971,0.0287,0.374,0.0,4,0.732,11,212607,-6.972,0.397,0
Wet Dreamz,J. Cole,2014,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.722,0.113,175.627,0.357,0.0697,0.0,4,0.495,6,239267,-8.108,0.539,0
abcdefu,GAYLE,2022,"['alt z', 'modern alternative pop']",0.54,0.369,121.947,0.0491,0.299,0.0,4,0.695,4,168552,-5.688,0.415,1
Revenge,XXXTENTACION,2017,"['emo rap', 'miami hip hop', 'rap']",0.251,0.106,139.999,0.259,0.782,0.00203,4,0.746,11,120027,-16.169,0.18,0
Sultans of Swing,Dire Straits,1978,"['album rock', 'classic rock', 'mellow gold', 'rock']",0.801,0.339,148.211,0.0302,0.0722,0.0339,4,0.725,5,348760,-10.059,0.925,1
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1987,"['dance pop', 'pop']",0.824,0.0888,118.818,0.0453,0.207,0.000307,4,0.709,1,291293,-8.824,0.867,1
Dancing Queen,ABBA,1976,"['europop', 'swedish pop']",0.87,0.792,100.804,0.0428,0.358,0.000939,4,0.543,9,230400,-6.514,0.754,1
Toxic,Britney Spears,2003,"['dance pop', 'pop']",0.838,0.242,143.04,0.114,0.0249,0.025,4,0.774,5,198800,-3.914,0.924,0
Glimpse of Us,Joji,2022,['viral pop'],0.317,0.141,169.914,0.0531,0.891,4.78e-06,3,0.44,8,233456,-9.258,0.268,1
This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,2016,"['edm', 'pop dance', 'uk dance']",0.69,0.238,122.006,0.04,0.0865,9.03e-05,4,0.786,3,195561,-4.665,0.485,1
I Love You So,The Walters,2014,"['chicago indie', 'pov: indie']",0.648,0.115,75.977,0.0358,0.583,0.0,4,0.575,10,160240,-4.891,0.466,1
Summer Of '69,Bryan Adams,1984,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",0.834,0.0732,139.13,0.0386,0.0183,0.0,4,0.509,2,216053,-6.205,0.774,1
Arcade,Duncan Laurence,2020,['dutch pop'],0.35,0.144,72.017,0.0425,0.827,0.00122,3,0.453,9,185147,-11.639,0.279,0
Welcome To The Jungle,Guns N' Roses,1987,"['glam metal', 'hard rock', 'rock']",0.955,0.317,123.343,0.0856,0.0326,0.284,4,0.445,8,273600,-8.027,0.336,1
Nothing Else Matters (Remastered),Metallica,1991,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",0.394,0.0795,142.37,0.0262,0.0522,6.4e-06,3,0.547,4,388733,-9.793,0.17,0
Nonstop,Drake,2018,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.412,0.104,154.983,0.123,0.0165,0.0126,4,0.912,7,238614,-8.074,0.423,1
Solo (feat. Demi Lovato),Clean Bandit,2018,"['pop', 'uk dance', 'uk funky']",0.622,0.356,104.966,0.0446,0.0357,4.85e-05,4,0.74,11,222707,-4.608,0.556,0
Middle,DJ Snake,2016,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",0.695,0.0527,104.879,0.0423,0.0138,0.0,4,0.583,9,220573,-5.336,0.224,1
If the World Was Ending (feat. Julia Michaels),JP Saxe,2021,"['alt z', 'canadian contemporary r&b', 'singer-songwriter pop']",0.486,0.0982,146.99,0.101,0.866,0.0,4,0.429,1,209493,-9.971,0.661,1
Lover,Taylor Swift,2019,['pop'],0.543,0.118,68.534,0.0919,0.492,1.58e-05,4,0.359,7,221307,-7.582,0.453,1
How Deep Is Your Love,Calvin Harris,2015,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.868,0.388,122.003,0.0731,0.0392,0.00169,4,0.738,11,212640,-4.373,0.336,0
All I Want,Kodaline,2013,"['irish pop', 'modern rock', 'neo mellow']",0.411,0.0843,187.376,0.0484,0.174,0.153,3,0.188,0,305747,-9.733,0.159,1
Bad Romance,Lady Gaga,2009,"['art pop', 'dance pop', 'pop']",0.921,0.0842,119.007,0.0363,0.00314,5.26e-05,4,0.695,0,294573,-3.752,0.714,1
